L3MBTL3
BOLA2
MAPK15
PRDM9
SOD3
B3GALNT2
AKR1E2
DYRK4
PIK3AP1
ZNF462
IL11
SEC24D
XRCC4
ZNF207
SYCE3
NCOA4
TRPC4AP
ZNF33A
PIGM
IFT46
BET1
CLEC3B
TLK2
TICAM2
DCAF12L2
ABHD13
GTF2IRD2B
TMEM55A
SEC22C
PLIN3
ME1
CST3
IL13RA2
DLEU7
ZBTB9
FAM127C
MRPL45
TULP1
NEUROD4
CHP2
CBX2
TRPV6
CCDC28A
SERBP1
TMEM135
RPE
UGT1A5
DTD1
RPL7
CASK
ZNF431
DGKQ
RPF1
GSTP1
PREB
MRPL40
APPBP2
SLC12A3
RUVBL2
FEM1C
MUC5B
ADPRHL2
MRPS14
DOCK4
KIAA1211L
LGALS9B
SGTA
ANLN
SHMT2
FAM179B
WDR47
SYT14
ZNF571
MRPL11
GYS1
HYOU1
C1QTNF6
WSB1
PCDH20
TMEM126A
CCDC74A
HSPA6
BCL6B
C1orf53
PARK7
PACS2
TMEM14C
BAG1
CASC3
MORF4L1
HIST1H2BB
CPT2
PRPSAP1
RAB3IP
AMDHD2
MTMR6
SGCG
SEP15
CENPN
TMEM45A
LAMC3
MKRN3
DIO2
FAM64A
HS2ST1
XRN1
CLEC11A
ZNF100
BEAN1
SMAD2
C11orf70
USE1
FAM211B
ATF7IP
FNDC5
GZF1
FMN2
SERPING1
DSG3
MTAP
IFNL3
RSPH10B2
FAM193A
MAGEA1
DCTN3
SLC9A1
CCDC94
ZNF77
NOMO3
TCF12
TTC7B
RFWD3
PPID
SUPV3L1
SNPH
CHI3L2
CHORDC1
AUH
WDR53
TRAPPC12
HDDC2
ANKRD40
SLC36A4
TMEM211
SF3B2
CSNK1G3
SPINK5
APOBEC3F
CD247
GABRG1
C11orf42
DUSP10
NUP88
ZNF577
PARP10
CLEC3A
SNRPE
SPARCL1
DNAJC21
TCP10L2
ARHGDIA
TMEM39A
FCGR1A
HEY2
REP15
XKR3
WSB2
TBC1D22A
USP49
TMEM25
TMEM251
KLRF1
NCR2
FSD2
NEFH
TMED2
CHRM1
CCDC114
PSMC5
CPSF4L
CISH
VN1R1
PARK2
ZNF76
RPS6KA2
KRTAP9-9
NSUN5
GULP1
CARD18
CRELD2
MFF
S100A6
CNOT3
COL20A1
C17orf104
LPO
ALG6
TDRD12
UBE2Q2
ADTRP
TNKS1BP1
KANSL1
CHD9
FNBP4
SRSF5
FAM76B
SOAT2
CANT1
ZBTB5
RPS14
CRYGS
NGDN
MBLAC2
GRTP1
TERF1
SMIM3
SMC1A
GSC2
ATP11C
KCNRG
RAB5B
C7orf26
IRX5
ADAP2
ZNF611
RBM19
PPP2CB
COQ10B
HMGN1
TRIM36
HECW2
NPVF
SHKBP1
TMEM14E
CLEC4C
SNX16
HSPA1B
MTHFR
ELL2
FLJ27352
ASIC5
MRPS9
KHSRP
AIPL1
ZMYM6NB
HSD17B10
SPIRE1
NOP2
ZDHHC4
G6PC3
GALNT11
C12orf71
LRRC71
SCYL3
ADIPOR1
FUT10
ZNF529
UQCR11
TSPAN10
FAM122A
MAGEA10-MAGEA5
PCDHB4
NPLOC4
DPPA3
GDPD2
FAM228A
NDUFS4
ZCCHC10
SNX1
TMEM59L
FAM117B
ARL8B
BCAP29
MED12
EFCAB12
GLI1
ZNF341
MYRF
C1orf233
C12orf65
SDCBP2
ZNF354B
CTNND2
TRIM7
RAD23B
MPDU1
CCDC13
CS
RPAIN
PARP16
GABRA6
PANX2
PITX1
EIF4G3
PTRH1
PNRC2
TCTEX1D1
TEX30
KRTAP21-3
CCNO
CARM1
GRM1
CCDC158
EIF3D
TSLP
RBFOX1
ACER1
GPR32
LRRC36
BTN1A1
RPF2
SLC2A4RG
SLC35G6
TMEM158
SEL1L
USP45
VCX3B
FER1L6
C16orf59
PDE7A
CASD1
EHD4
HIST1H4I
MYBPC1
PLA2G2A
TRIM40
HDLBP
ZNF254
SUPT6H
SENP6
PZP
ZNF277
IL17D
NISCH
SHCBP1L
CHST6
ATG2B
SKA3
DLK1
PCDHGA11
MMP1
PLSCR4
LRTOMT
WFDC3
EFCAB5
SYT6
MTHFSD
LRRC14B
GAA
UBXN2A
RHCG
VDAC1
ZBTB32
BTG4
ACHE
OGFOD2
RIMKLB
RNF14
WNT7A
ODF3
IGSF6
KLK5
RNGTT
KTN1
APOBEC3G
RPL19
RHOQ
EIF2A
MC5R
CRX
KLC3
SRSF3
TGM4
PRRG1
RPS23
CTH
SS18L1
OSGIN1
BIN3
FOXA3
PCDHGB7
CDH26
C15orf48
ZNF652
NT5C3A
THAP2
SLC2A1
KRTAP2-1
EMP3
ZNF473
FKBP14
NMRK1
CHTOP
CHST3
HLA-B
EIF1AX
THAP7
XIAP
RPL32
NKX1-2
WBP4
MYO9A
EXT1
ECI2
CACNG2
UBA1
SLC26A9
BRI3BP
BAHD1
CALM2
BDKRB2
CPT1B
RPL27
C14orf178
MYL2
TRMT1L
STRBP
C7orf49
ANGPTL6
DQX1
IL7
TMIE
NBPF9
MRPL46
STRN3
CAMTA2
C5orf58
CDYL2
LINS
TFAP2C
RPS10-NUDT3
LRRC23
TMEM125
KIAA1239
RASAL3
NLRP13
RARS2
C12orf61
LRR1
PDE4C
CC2D2A
PARN
UBE3C
HSD17B3
DUOX2
ZNF514
NOB1
PIP
CLEC2L
CMTM2
MSRA
STYX
DNAAF1
IFI44L
PDHA1
TSSC1
NR2F1
ZNF382
C9orf169
ALDH3A1
ZNF430
MARCH5
PRIM1
C2orf71
SPACA4
SWT1
KIFC1
MAPRE1
SENP8
PLEKHM2
SERTAD2
NTM
PRDX4
C12orf73
FBXW4
SLC35A2
ZFAND5
ATXN3
MTMR10
GATSL1
C1orf141
C17orf70
FBXL18
PPAPDC3
ALOXE3
PSMB10
CYP17A1
TLR9
SEPN1
CNTN1
PRDM12
PHLDB3
ANO2
S100A7
MSGN1
PRMT5
FAM107A
GIMAP1-GIMAP5
FAM129B
TDRD7
PTPRC
MALL
CABYR
PCGF5
FOXN2
CCDC178
PKDREJ
CPEB3
TMEM128
PCSK1
HDGFRP2
RUFY1
RFESD
IL2RA
NHLH2
GABRB2
DNTTIP1
BCL7B
KCNJ13
BRAT1
CTNNBIP1
TMEM5
BEND3
C11orf58
SLC30A5
CUL9
C1QTNF3
LHFPL3
BCAT1
ACR
KLF1
GALNT13
TSPAN3
SERINC1
QKI
HSPB2
METTL20
SMIM8
CRISP1
FGF13
PKIB
C4orf40
MEIOB
GPR174
RABL2A
TM9SF3
ST8SIA5
ZCCHC5
SSB
RNF24
AGRN
LTN1
ADCY9
RPL34
DGKH
IRX6
SAP130
ZNF726
ENPP2
ZNF280A
GIMAP7
CHRNA9
CCDC135
FAM196A
AP4S1
CLCN6
PLCD4
CAPZA2
C9orf152
TSPO2
KLC2
GJB6
FSBP
MYL4
VWA7
ZFP62
RTP1
RNF223
DCTD
C19orf66
PPP2R2C
HAUS3
CITED2
RNF26
CYLC1
RCAN1
GCDH
NCOA2
ACAA2
USP6
GPR12
KAT8
CD300C
ORC3
MGAT5
C6orf136
B3GALT6
ULK1
ANKRD32
MAN1C1
KDSR
RFPL3
DOC2A
B4GALT3
KRTAP4-8
GPI
GAPT
KAL1
P2RY14
MPP3
FADS2
PTX4
SDHAF1
ASB7
CGB
TMPRSS11D
FAM149B1
MKKS
SLX4IP
DBH
URGCP-MRPS24
KIF3B
CD52
FAM20B
CXorf21
MT1E
DSC2
NUDT4
CXCL11
CHADL
BEND6
SLC9A8
TIFA
VPS33A
CYP2B6
FTSJ3
TLX2
NNMT
LIPE
TCEAL8
NFU1
GPC4
ADSS
NCEH1
AOC3
AGAP1
TP53TG3D
DCDC1
CGB7
GNL3
C19orf69
ASB8
CCDC106
MPHOSPH9
GRHL2
GTF2F2
MLC1
VWA5A
CD1A
ZC3H6
SLC36A1
UCHL5
GTF3A
PTOV1
TTBK2
KPRP
PHF2
A3GALT2
SLC35B4
KISS1
FGF17
FOXP3
MSH3
DNASE1
KIF5A
PLAGL1
MAGEB6
FBP1
ZNF451
ZDHHC20
CCRL1
KRT7
KCNMA1
SLC35C1
CECR5
LOXL2
IPO13
COA1
KAT6A
SUMO1
MGRN1
TNP1
EFCAB4B
P2RY12
MTIF2
COPS5
PRKAB2
PRICKLE3
THUMPD1
PAQR5
PXK
SGSM2
RPL38
AADACL3
PPP2R1A
VSTM4
FAM81A
METTL2B
BPTF
SLC2A8
APTX
NAT16
CD160
CNRIP1
BBS12
CYP51A1
PGBD2
COMTD1
ZSCAN16
SLC1A6
EIF3H
KLHDC8A
GPD1L
SCRN3
LY6K
KCTD19
FKBP10
SHF
EBAG9
CAB39L
SMARCA4
NEFM
MPEG1
AZIN1
WDR63
CD40
THNSL1
AGR2
DLG5
DDI2
PPAT
MSMO1
FBXO30
C20orf166
NUFIP1
ZNF749
BMP3
POLN
HIST1H2BF
TTC19
CADM2
GPR25
KCNK5
TMEM52B
IL17A
LACC1
DPYSL4
SMNDC1
MOAP1
LPAR5
TMEM30A
ATP6AP1L
RLBP1
ZNF727
HIST1H4H
REEP6
GDF3
USP1
SCGB2A1
DNAJC19
B3GNTL1
OTUD5
SPHK2
N4BP2
AQP5
ANKRD13B
GSTM2
PLK4
HEPHL1
HSPG2
LEPREL4
STAM
FBXO39
PAX4
CDC20B
PHKA1
BCL10
RAP2C
PPP2R5C
ZNF793
TRAF5
C11orf45
FTSJ1
FGL2
DHFR
THAP1
SLC9C2
TRADD
HIST1H2BK
LIN28A
PNPT1
SDF2L1
SLC39A10
MRPL39
MPPE1
GRIK5
ELL3
NXT1
SCTR
LRRTM2
TMEM246
ACTN2
RAB40A
LMO4
BTBD11
POLR1C
TMEM150B
AMACR
KREMEN1
FBXW7
GALK2
PTH1R
ADPRM
OPN1SW
GPR119
GPR78
ARGFX
TMTC4
PRICKLE2
SPRY2
SLC5A7
TXNDC9
CSTL1
HLA-DMA
CCDC89
DERL2
PRKRIR
PHF16
MAPRE2
SHARPIN
AURKAIP1
NTAN1
ZNF439
TMEM177
TMEM182
KRTAP21-2
NFRKB
PDXDC1
FAM122C
HOXD4
PISD
SRI
GFRA4
GIMAP1
SEMA3C
ZNF132
CCNA1
ZNF229
MS4A15
NUDT7
PPP2R2B
NUCKS1
KCNA7
FAM50B
TNFRSF19
CD226
ZYG11A
LPIN3
FAM115C
MAPK12
ACSS1
PRR15L
ANKUB1
SNX13
PFKL
TEX10
VWA3A
SLC29A3
BAIAP3
TSPYL4
TMEM123
DDX17
MIB1
RAB23
RAD54B
MEF2A
DDX3X
FBXL8
ADARB1
CNTN4
PEBP4
RAB38
RCVRN
TIE1
LTA
PAQR4
L2HGDH
QSOX1
C9orf117
CCNYL1
ZDHHC15
COPG1
EDEM1
TRIM65
ODF2L
ALAS2
CD46
TPD52
SCN4A
FZD10
QRICH2
ALPK2
SLC6A8
ADAM32
DFNA5
FAH
FUCA2
CD68
RCL1
C20orf96
EPC1
HSPA14
CHD2
ASNS
H2AFJ
SMIM21
PNLDC1
DLC1
PALM
HYAL2
INTS4
GEM
FLVCR2
SYTL3
PPAP2C
ABCD2
LAMTOR3
RGL2
ASAH1
PHF13
ASB2
FAM98A
CCDC105
RPP30
PDCD2
ALPL
RPIA
KIAA1456
CDNF
ADRBK2
CPA4
FOSL1
CLPTM1L
EI24
GPR19
AP1S3
SH3RF1
CCDC96
GPT2
FMO4
TRIB1
HIVEP1
ECD
APBB1IP
METAP1
FAM19A4
SASH1
TCEANC
EIF5B
KCNG1
TES
AGTRAP
AMZ1
ZBED4
C20orf144
HNRNPAB
DHX9
MTDH
LZTS2
NCOA7
CA7
DDTL
PPWD1
FAM13C
CD37
WRN
ZBTB18
GPR182
PLVAP
ABHD16A
MAP4K2
NOX5
SCMH1
PRMT3
PDZRN4
RPS6KL1
MIF
NAA25
ENPP4
OSTF1
HEPN1
APBB3
TAS1R3
NLRP9
NXPH1
FREM3
RASL11B
HES7
GRIN3A
KRAS
CROT
RAPGEF1
ADAMTS16
SYN2
ASNSD1
IL1R1
FAM89A
IFIH1
PSG1
CCNDBP1
RDH13
TMEM201
MIIP
STEAP1
FAM167B
BCKDHB
ZNF562
PRSS55
LY6G6D
FTO
PPFIBP2
OSR1
TRMT6
TIMM17A
C21orf62
PHKG2
GNPDA2
MTMR8
FAM220A
HHATL
GRM7
TSR1
SCO1
KIAA0825
SFMBT1
ASAP1
INPP5E
RCC1
PURA
ATOH1
HPGD
SPTAN1
CD27
ZNF880
UCP2
ACTR1B
SMG1
ABHD17B
WDR5
AGAP5
DNAJB7
NANOS3
IMMP1L
ZNF572
NRF1
CANX
SOCS7
C3orf72
CCDC124
IQCA1
PDE1B
SHFM1
RPL26L1
TMEM213
CTNNA1
MRPS15
MEIS2
CST2
PLAT
FBXO11
IGFBPL1
CYP26B1
HS1BP3
ATG4D
PAICS
TGFB3
GNPNAT1
LDB1
PPP1R1B
MNT
IRS4
CYYR1
PLA2G15
ZNF691
ALCAM
POGK
MAATS1
DRD1
PSME2
MRPS22
TLCD2
POPDC3
MLST8
GPR141
C2orf44
INPPL1
AIM2
LYST
ADSSL1
RHOJ
SEH1L
SPATA4
HGFAC
ADHFE1
SMIM18
STMN2
PPP2R4
KBTBD13
CBLN4
SESTD1
KCNQ2
BAI2
TRIM72
TBX20
LIN37
SMARCAL1
GCFC2
COG7
PKNOX1
SERPINI1
UBE2C
HBEGF
SNW1
BMP7
DAZL
BTN3A2
KHDRBS3
ZMAT5
BMPR1A
NFKBIA
ZNF227
TAF7
RNF40
TSR3
NDUFB4
CLASRP
LUZP1
BANK1
GXYLT1
BACE2
L1TD1
CUEDC2
HEATR3
SLC15A4
ABRACL
H2AFY
RRP9
CGB8
ERBB2IP
CRYGN
GLA
C22orf23
MYLIP
UQCR10
IL7R
ADCY3
CHMP5
PARP11
SKP1
IL12RB1
PTPRN2
AKT3
PATE2
NEUROD6
ETV5
ATP2A2
IL18
PTH2R
NFAT5
PYCR2
POLR3G
GTF2H2C
ZNF573
WDR55
CNTNAP1
RAB5A
USPL1
PRLHR
CDC42
LBX2
HBZ
RBM5
NDRG1
PSMB1
USP37
ZNF419
PDIA6
VPS35
SVIP
WDR65
STRN
RNASE6
BIRC5
HAVCR1
FIGNL1
GJA4
ARL5C
RAET1G
KAT5
DEF8
RAB28
CKM
RASA1
CHMP4A
GDE1
LCE6A
NR0B1
MZT2B
PADI4
VPS26A
TH
ZNF292
RPS7
CDCP2
HEATR4
MAF1
SLCO1B7
VSTM5
FAM53C
HDAC2
RNF169
ZCCHC14
DEGS1
OCLN
METTL6
TBP
MON1B
SCGB1C1
GRM5
ARRDC5
WIZ
PLEKHB2
ESF1
NCOA3
LRRIQ1
NFYB
CYP4F2
PXDNL
CDV3
TCHP
TCEA1
TECTA
SARS
WDR81
PBX1
SLC5A4
DDX43
PCK2
FBXW9
PCDH1
POP1
FAM160A2
TCEB3B
RLTPR
KLHL33
NEU1
DUSP9
CD72
BICD1
RBM39
TMEM229B
LIN52
CDC6
CLEC4M
RBM28
BCO2
SOX9
SRPK2
CHURC1-FNTB
DYNLT3
RNASEH2C
MFSD9
ZNF486
TIFAB
FAM168A
SMURF2
ALDH6A1
PLEKHG4
GNG5
ADAMTS14
LARGE
ZNF365
LYPD8
NDRG3
NTN3
CLCN2
STARD3
ADAM2
KCNIP3
SGIP1
SNN
SEMA3A
AVPI1
RND1
DEFB133
HRH1
TMEM216
NOTCH2NL
SWSAP1
CNOT6L
TCP11L1
DEFB132
ELF5
ACO2
SLC16A13
NYX
FGD2
GINS4
CACNB1
GTF2A1
CHRM5
TAX1BP1
CAD
RAI2
P2RX5
ZFHX4
ZNF547
SMC2
EIF5A2
ELF1
SPACA7
MED17
CXorf23
C9orf106
UBL5
PTGR2
TMTC2
PHF23
CHURC1
RFX7
PAIP2
ZIK1
PLAC4
KIAA0895
PET112
ABCB5
PNPLA4
SGCD
C19orf57
CHSY1
CCDC24
AZI1
VSIG1
SLC9A9
FCRL3
FLT3LG
TRABD
ZCCHC2
TCP1
GLIS3
HNRNPC
PTGS1
TSACC
LAMP5
PNCK
HSD3B1
HMGB4
MRPS11
ZFP69
TROVE2
LCE1D
ASXL1
RPL13
CDX4
PSMB7
SPESP1
CIR1
ATP5J2-PTCD1
ZNF592
CPSF7
SDR9C7
ZNF707
CIB1
PPP1R12C
ZNF671
C1orf229
HIST1H4D
CBR4
SLC2A12
CRYAB
SERP1
PLEK
KIAA0020
AIDA
VCX3A
GSKIP
MATN1
KRTAP9-2
FAF2
CLUL1
MRPS25
CACNA1F
APOLD1
KDM6A
ASB14
VARS
NRIP2
IFITM10
TCEAL5
SMARCC2
CNKSR3
KIAA1704
TUFT1
ZNF264
RTN4R
PRUNE2
RAMP1
GYPB
TRPM3
MRPL50
MCM8
PRAME
GSTM4
TATDN3
NKAPL
ELOF1
SP3
STXBP2
TTI1
PIAS4
EN2
KIAA0947
NEUROD1
C1QL2
LURAP1
KDM8
CLDN9
TAS2R8
PDZD9
HNRNPH2
GSG1
TMPRSS6
PCSK4
TMX3
NAGK
IGF2BP1
FITM1
CETN2
NAGLU
HCRTR1
OTX2
C1orf159
APEH
AFF3
SMPD1
RAMP2
PNPLA7
DIRAS3
NAIP
ICAM4
EMB
PLEKHG7
OSBP
ZFC3H1
TMEM170B
MYL12A
SNAPC3
STK16
PSMA7
DMXL2
TIMM8B
MLLT10
POLR2H
NBPF10
DHX40
BRF1
CMC2
ATF7
CCT3
PROK2
CCDC147
PRPF31
ATP8A2
ZNF397
TIMP4
PRG3
LGALS3BP
ARL13B
MAP2K6
ZNF347
PPP1R37
LIN9
MGST1
SECISBP2L
EXOC2
MPG
C9orf69
FAM211A
CDIPT
MAPK8
PURG
FRMD6
ALKBH3
IDO1
SRP19
PLCXD2
MED24
TPT1
YTHDF1
CDK10
ZDHHC22
C1orf227
SNRPB
DCTPP1
GXYLT2
C7orf63
SLC25A12
BOC
MUC13
PDAP1
PGBD1
PTPN9
PSG11
PHIP
MYT1
KIAA2013
KIAA1598
TMPRSS3
PEX1
HLCS
NLRX1
GRIPAP1
DAZAP1
ADAMTS4
SHISA4
PSMC6
SLCO1A2
METTL3
EPM2A
SLC43A1
CRAT
SYT7
CCDC160
SBSPON
CIDEC
GDPD1
SLC35A1
POLQ
CLEC17A
SH3BGR
HIST1H2AH
RPL36
NAPSA
C10orf2
LDB2
PIGS
PITX3
U2AF2
NSDHL
PLAC8
EML1
PSMD8
QRFPR
SLC4A1
ZNF417
SLC22A6
PCDHB2
SOX11
HIST1H3B
ASGR1
PIGC
DEFB135
FBF1
CCDC122
AURKC
CORO1B
KRTAP10-7
TOLLIP
MCCC2
CREBBP
ELF2
CPEB1
C22orf43
CLPSL1
CCR10
IMPG2
TRAM2
UCHL3
MIA3
GBP5
BCOR
CELSR1
ZSWIM7
SOX6
LRRC2
FUNDC1
SLC7A6OS
ESYT1
TFF2
PABPN1L
WIPI1
GFOD2
C7orf60
SRC
ESRP1
PDE4A
NAA16
