RAB12
PIK3CG
PIK3R3
CXCR2
H2AFZ
ZBTB48
MINPP1
LIAS
USP54
PSD3
CD37
CD38
RAF1
RNF44
ZDHHC3
ZNF202
CDYL2
TRMT6
PHF2
HS2ST1
PRKD2
CCDC50
LSP1
PLSCR4
NTN4
RPL9
RASAL3
MRPL22
MEX3D
TLR8
C1orf21
DGKZ
DEF8
PGLYRP1
FPR2
NUAK2
UTS2B
GIPC2
EMR3
ATP6V0C
SHQ1
DIP2C
SYNE2
SLC9A3R1
SLC35G1
ARHGAP10
PISD
MB21D2
RRS1
PROK2
TACC1
THBS3
RAB37
NCEH1
PHLDB2
LUZP1
KCNE1
MTUS1
RPL13
SELPLG
PHF10
FOXP2
ZNF592
TNFRSF14
SEMA4A
HS3ST5
PARD6G
KHSRP
GPS1
MCM8
FOS
SLA
MARK2
CA4
PTPRG
EEF2
NUDT12
POLD4
SLC9B2
DUSP8
PILRB
MPRIP
HSH2D
SLC2A4RG
DHRS9
PSMB6
CARD8
CACNA2D4
RFNG
C16orf72
B4GALT2
AGAP2
WRAP53
VASP
STK17B
PFKFB4
XKR8
MX2
SLC6A6
CEACAM3
OAF
HNRNPA1L2
PTPN6
PRIM2
FAM65B
UBE3D
TCTN3
CAV1
NOP58
NME1-NME2
NME1
SOX5
BIRC3
TLR1
SLC12A6
TNS3
AXIN2
LINGO3
LYST
ATG16L2
OGFRL1
TBC1D9B
LRRCC1
GATM
HIST2H2BF
C6orf52
DLG5
GMIP
CSTA
CHMP3
ZNF670
C1orf194
PLCB2
ADORA2A
RBBP5
THOC7
C16orf54
CASS4
PSAP
OSBPL2
TAF4
EXOSC2
IL1R2
RASSF2
CDA
ILDR2
ATP8B1
PAK1IP1
SH3BP4
KCNQ1
RCSD1
TP53
PFDN6
KIAA1456
UST
MRPL1
LILRA5
CCND3
FOXE1
CD300LB
TCF7L1
IL17RA
WDR36
HYAL2
FAM107A
HIST2H3D
BOD1L1
SASH3
NDUFA9
GLIPR1
FPR1
MYOF
PTPN21
FLVCR2
OSTC
ACPP
MMP25
RPS4X
OPTN
FMNL1
ERI1
PPCDC
FGL2
RASGEF1B
RHOBTB3
SLC45A4
FCGR3B
BEND3
GCC1
CLEC7A
EPS8
TTC28
KIAA1549
CXCR4
RNMTL1
ERBB3
FTL
DGKH
PKDREJ
RPL11
AKAP3
PRR15
LILRB3
DHCR24
MAGED1
IQCG
ENTPD1
AOAH
TMEM201
STARD13
MARC1
URB2
MRPL28
FAM157B
RABEP1
POLQ
WDR46
SAYSD1
TNFSF8
TAF10
GNAI2
NR1I2
TYROBP
ASAH1
LASP1
EXOSC7
GRB14
CXADR
LHFP
NUP214
CXCL6
DCTN4
PARVG
PTCD3
THRB
PHF20
FADD
MRPS10
PFDN1
C19orf38
CARS2
TMEM38B
B3GNT8
CPED1
CWC27
STAT4
RPL7L1
UNC119
TPD52
SEPT8
ARHGAP31
MAEL
PRKD1
SASS6
ARAP3
RPS18
HDAC7
PNPT1
LAMTOR4
TWISTNB
SLC9A8
RPUSD2
DDX24
TAF5L
LMNB1
MAP3K2
DCAF13
LILRB2
LRRK2
ITGAX
NADK
ARHGEF40
ACVR1C
EIF3A
BRF2
MLNR
HPGD
NLRP1
CCDC58
TPD52L1
KLHL23
PAK1
CDC25B
HEG1
SLC11A1
EIF3H
MPDZ
GNG2
TAGAP
CASK
DUSP22
MSL1
METTL16
STK10
LY96
GRK6
FIGN
HRSP12
RAC2
TRMT13
CTSS
BCAR3
PIK3R5
IFI27L1
C17orf58
SRM
TBC1D10C
TFEB
RIN3
SH3RF3
AKNA
CCDC13
CPS1
POP1
PPP2R5A
RPS7
DNAH10
NDFIP2
TMEM154
LIN7A
AKR1A1
SLC39A8
TEAD1
RPL38
CHSY3
MOB3B
TMED2
S100A4
NUP50
MARCH8
EXPH5
FGF2
DPH1
PTPRE
MEGF6
SRGN
RPS12
KLF13
NUP155
PPAP2B
NOC3L
GPR132
NFIX
SNAI3
LRRC49
RPL37A
CD63
BIN2
CNPPD1
FAM78B
WSB2
PLEKHA5
GCA
GMFG
HADH
FGD6
ADAP1
UFM1
OPRL1
SPOPL
MTX1
GSPT2
ACAA2
MME
CDKN2A
SREK1IP1
VPS52
ALDH1B1
ZBTB34
TRMT61B
FAM134A
ZBTB7B
RAD54B
SLC43A1
CASZ1
PLCL1
DCDC1
PCCA
FZD4
ITPRIP
PTGS2
RAB3D
GDF11
FAM160B2
CYTIP
EIF4EBP3
MBD2
ZNF878
MRPS15
DUSP4
SLC16A10
DOK3
CASP8
MRPS14
CCDC68
MTPAP
PSMB7
CCPG1
PPARA
GALNT1
APOL6
EBNA1BP2
METAP2
CSNK2A2
TIRAP
TNFAIP8L2
RAP1GAP2
KPNB1
USP13
USP4
CCDC88B
AFF3
KIAA0020
GLOD4
ARHGAP27
TAF1A
RAB11FIP1
SOCS2
JMJD1C
NAALADL2
DNM2
SLC25A32
ARHGAP42
RICTOR
RPS15A
ZNRF3
VMP1
KCNN1
ETV1
DOCK2
MRPL3
CD58
FAM160B1
HCST
RPL18A
STRN4
UROS
THAP10
BTBD19
SLC30A4
METTL18
MRPS33
BAIAP3
PLA2G16
LRRFIP1
CST7
KCNAB2
AGXT2L2
CCDC104
SEMA4D
MEGF9
MAGOHB
TRMT11
TMEM150C
VEZT
C5AR1
LCP2
CMBL
FGF9
ZC3H6
ALDH6A1
NINJ1
CR1
ARRDC1
CD14
AGO4
MORN4
SRFBP1
LIN52
BPNT1
ADAM8
KDM6B
S1PR2
FBXO32
HSPA1B
ARHGAP25
COA1
NOB1
LPCAT1
OTUD6B
SUV39H2
RPL14
FERMT2
RCAN2
FUT10
PGRMC2
C9orf66
LRRN1
MAN1A2
HEPN1
CD97
TAF8
RPL8
ZNF649
DNAJC19
CITED1
ASCL2
EIF2S1
LDB1
P2RY13
NDE1
MAPRE1
FBXO24
THEMIS2
METTL9
ZBTB39
RGS2
RPS3A
SNRNP27
BEST1
SNRPC
ZHX3
RASSF8
GLIPR2
PSMC4
DTL
PHF12
SORL1
ZNF217
CSPP1
PACS1
NDUFAF2
HMGN5
DSEL
FES
ITGB2
LAPTM5
HENMT1
FUT7
WBSCR27
NBL1
PTCD2
SLC43A2
MFHAS1
LST1
MCEE
RRM2B
GIGYF1
SNX25
SLC36A4
ALDH18A1
WDR92
PDE4B
CCDC3
FRRS1
RPS10-NUDT3
RPS10
RPS29
MEX3C
CYP39A1
KYNU
SAAL1
MNT
PLEKHH1
ANO5
S100A11
TANC1
LBX2
LRP5
BOC
MEX3A
MRPL50
BRD4
TRMT10C
RARA
LSG1
GOT1
MOCOS
NDUFB7
ZNF827
FAM83G
SQLE
PLEKHO2
ERCC8
ARPC2
ARHGAP20
IMPDH1
SEPT9
WDR26
FAM162A
SLC10A7
PNO1
BST1
BRIX1
KLHL41
LRCH4
ANKRD13D
TPBGL
RAD1
SLC37A4
TAPBPL
RPS8
RGS19
HES1
COPS5
HEATR1
ZNF462
CSF1R
ILF2
PRDX1
SULT1A1
SDCCAG8
OGFR
TLR3
TMBIM4
RNF166
PPP3CB
S100A6
PIGM
BBS5
RAI14
BZRAP1
CARM1
ATP6V1D
HSPA4L
EXOSC9
RPL24
WDTC1
DDX59
MN1
MPZL3
PVRL3
ZNRF2
INTS7
FKBP3
FARSB
AMPD2
KIF21B
TRAPPC10
OSBP2
PUS3
ZNF746
ZNF343
PTAFR
ALOX5
VAV1
LEF1
PPAP2A
TTC18
TFE3
MBD3
GIMAP4
ARF5
SLC35F2
ARHGAP4
BLMH
RFC3
RPS6KA1
ATP2C2
LRRC6
NAV2
RASGRP4
NR2F1
MPHOSPH10
TMC6
UTP23
SEPHS1
GAA
YAE1D1
SMO
ITSN1
MTDH
JUNB
ARL11
PPP1R42
SS18L1
RNF13
CAV2
ORC3
SKIDA1
TOR1A
POU2F2
PREX1
ROPN1L
RRP12
FBL
C9orf139
MKI67IP
ADRBK1
BTG3
SOD2
SYNJ2BP-COX16
SYNJ2BP
IL8
TMEM130
BMPR2
CKLF
PADI2
BRI3
FBN2
ZNF512B
TNFAIP8L2-SCNM1
DDX27
ACYP2
ELMSAN1
CAMKK1
TCF3
RBM23
NLE1
SFN
CTNND1
KRT23
TSN
RPL13A
SLC16A1
MPEG1
PTCH1
LOXHD1
MAP3K13
PRKAR2A
CD55
EMB
LRGUK
SLC22A4
MOB3A
FAM63A
OSGEPL1
SPATS2L
PAPSS1
CBLB
OSM
RIOK2
DNAJB2
IL10RB
MRPL15
ABCA2
EMP3
CTU2
NUFIP2
FANCM
SPAG16
EPB41L2
SLC35E2B
UNC13D
NOL9
YAP1
ZFP1
ETV7
CD40
CIRBP
INIP
KLHL21
SLC25A45
RAD51AP1
ZNF496
ME3
CDC25C
BTN2A1
C8orf33
VWA5A
COX10
ZSCAN12
ISG20
RDH13
BAZ1A
NOP14
CCM2
USP37
SNRPE
NINJ2
TBC1D12
PAQR5
ECHDC1
PRUNE
RQCD1
GLRX
ITGAM
RPS24
OTUD5
CTSD
COMMD3
COMMD3-BMI1
SVIL
ANKRD13B
USP3
GCNT2
SYCP2L
TNFRSF11A
TMC8
NXNL2
RARS2
LIMD2
CD81
ESR2
DDX25
CCNB1IP1
KNOP1
BAZ2A
PLA2G7
SHMT2
FMNL2
C19orf12
TYW1B
CSNK1G2
SLC16A5
TAS1R1
FBXL13
ERRFI1
RPS5
SH3BGRL3
LARS2
SLC15A3
ZBTB7C
SERPING1
DAPK2
SLC25A37
AIF1
RAB20
SLC25A27
UBR4
RAB31
PIK3CD
TOR1AIP1
TRIM56
MS4A6A
PSMA7
TALDO1
RPL35
DIAPH3
PHF21A
PRKCD
FAM129C
WAS
GPR137
NFIA
ARSG
GLT1D1
FASTKD1
CWF19L2
MTO1
ANKRD42
C12orf4
SPNS2
ZNF397
WAC
PKDCC
CACNA1E
PHB
BACH2
IQCK
PTGFRN
PBXIP1
IMMP1L
CUEDC1
ERAP2
ZC3HC1
PRDM2
KIAA0355
TMEM167A
CRTC1
MSRB1
CKLF-CMTM1
SH3BP2
ZBP1
ISL2
TRPM4
BCCIP
AGTRAP
MKI67
DENND4B
FCHO1
ELP4
CARD16
ARHGAP9
GOLPH3L
ZNF625
AP1S1
PNPLA2
SEC23IP
TMEM246
TMEM158
KLF16
ATXN7L3
CLK3
TOP3A
BCL2
TIMM17A
ARMC4
CDC42
LLGL1
ITGB8
GTF2F2
CCT4
SRP68
POLR2K
RPL30
CDHR3
GNB2L1
TRABD2A
MTHFD1
KRT8
DVL1
RPL35A
ZNHIT6
MAST3
ORC2
SH2D3C
SUV420H1
ST5
CASP1
NR2E1
NCAPG
ZFYVE16
IL17D
USP46
PSMB8
TBC1D22A
UBE2I
ZDHHC18
NUDCD1
ZNF33A
FGFBP3
UBA2
MRPS21
MYO5A
ZNF189
COPS3
RNASE11
LBR
AQP9
FAM207A
SBNO2
TRIT1
INTS4
TIMM8B
TBC1D9
GIT1
MDM4
EFCAB4B
SDAD1
DPY19L4
SLC29A2
SMIM14
AKAP5
BTRC
EPHX1
EFCAB4A
ARNTL2
METTL7A
KITLG
MIP
TMPO
ZKSCAN8
AGO2
EBF3
XRCC4
MMP15
ZNF687
FLAD1
SDHD
MAP2K6
GRK4
NOV
PES1
MCM4
ABHD17C
RBP7
AMDHD2
CMIP
LTB4R2
GATAD2A
NUP35
PLS3
RGS14
ANXA3
KLHL28
PID1
WDR75
CHD6
QTRT1
C18orf21
ELF4
C22orf26
DPYSL3
SLC3A2
FAM118B
ABR
RAB27A
LSM5
CDKN1B
RPUSD4
PRPS1
FRAT1
BAG2
DENND1C
CENPB
CD53
NDUFA7
RPS28
ST20
FAM102B
ANKRD44
ANKRD63
CYBA
CDKAL1
NT5C2
PHF16
ZBTB10
SOCS6
ARHGEF26
SENP3
APOBEC3A_B
APOLD1
AEN
EIF5B
MFNG
SKAP2
MRPL47
ARHGAP30
KBTBD11
PRKCG
UGGT2
FGR
MROH6
VAMP2
ARPC1B
HSPA1L
LILRA6
CPPED1
HSPA1A
TBC1D8
SOS2
SPRYD4
GAS1
CCDC12
CTBS
CDC42SE1
SLC16A3
DUSP1
SMCHD1
FAM179B
BAD
CEP57L1
NGLY1
RRAS2
CCT3
NDUFB5
NARS2
LRG1
FOXD1
RNF216
TEX10
CCNDBP1
DIEXF
POLH
OXT
DCAF16
GNPDA2
SLC4A7
PUS1
OTUD7B
CYTH4
DPP7
RNASET2
PRPF18
MYH10
TSACC
SCML4
BCAP31
ABCE1
ANKRD29
ATP6V0B
IRAK3
GNL2
NABP1
CD300A
LYRM4
PNPLA3
LYN
FBXO45
NR3C2
RPAIN
ZC3H4
CUL4B
UBE2M
THBD
ATIC
ABHD5
ACOT2
SURF6
VPS11
LRP6
TNFSF13
C11orf58
XBP1
DPH5
PAQR3
PLOD2
GNA11
GPR63
TTL
EIF3M
ZBED4
MICU3
CANT1
NFATC2
FLOT2
SLC39A9
S100A9
DESI2
XPO5
CLPTM1L
TRABD
CERS6
MPPED2
MYLIP
NUP88
IP6K1
DNAJC24
CRYBG3
ADARB1
PARD3B
TBC1D4
CABIN1
PPP1CA
MATK
NOL11
MITF
SOWAHD
DGCR2
WDHD1
SYTL1
KIAA1429
ASL
FAM174A
TMOD1
CD3EAP
RECQL5
C20orf197
MAN2A2
FTSJ3
OAS1
BAZ2B
R3HDM4
ZNF277
GEMIN7
GYG1
SGK1
MYRIP
SAP30BP
C18orf56
LMO7
ENY2
TMEM220
ZWINT
ARID3A
DYSF
SEC14L1
PMEPA1
ABCD1
LMO2
ANAPC10
TAF3
PIK3CA
ZNF33B
SRGAP1
ELL
ATAD5
HELZ2
EXOSC5
CTTNBP2NL
CDKN2AIP
HGD
CAP1
MYO18A
UQCRB
SNRPA1
PRRG1
KPNA3
FARS2
ERH
MICU2
ACAP1
PPP1R8
CLCN5
MED27
TP53I11
MLLT11
KDM4B
WDR53
RAP2A
ZNF358
CRYZL1
SEC31B
ZBTB5
LIMA1
RNF135
MCM3
SPATA5
TGFB2
FAM43A
STX7
PLEKHA2
SESN1
DLX1
C12orf39
PWP1
ACOT4
EDEM2
LYL1
CCDC109B
RPTOR
ATG10
UFC1
GARS
EFNA1
ITGAL
RHOT2
VPS37C
OXA1L
C2CD4B
AKT2
RCE1
PDXP
PARK2
TMEM192
HK2
CALML4
MRPL13
B9D2
P2RX1
EFHD1
ARL10
DDX18
RENBP
FAM131A
ZFAND3
WDR96
KDM1B
AKAP13
JMY
SUSD3
RPL27
METTL1
NUP205
PTPRJ
BARD1
USP53
MNX1
CMSS1
INTU
SOCS4
STX10
TMEM45A
DOK1
PGLS
CSPG5
GNAO1
CHST15
PDHB
FAM49A
CYFIP2
ADAM19
BIN3
PSMC6
POLA2
ST3GAL2
LARP7
CSTF3
ELOF1
CDK18
UPF1
METTL21B
GORAB
ABCF2
C4orf21
IMPA1
TMEM14B
SOBP
ZSCAN18
TBP
TXNDC9
FAM159A
IRAK1BP1
SLCO4C1
SH3RF1
TRIM41
AMOTL1
HK3
PSMB2
CHD9
PSMB1
ZNF524
GBP3
PPIL1
TMEM147
HVCN1
MRAS
MAD2L1
ROM1
SLC35E3
UBA5
TMEM127
OCLN
ST6GALNAC2
ADCY7
PARP11
MXD1
ILF3
PPIC
TOM1
SEMA4B
FZD9
KLHL13
LRP1
ICA1L
COBLL1
MTBP
LRRC4
B4GALT4
RBFOX2
PTPLAD2
TYW3
DLEC1
DOCK4
SUN1
BABAM1
PPP1R3G
CENPI
RWDD2B
ARHGEF11
PPP6R1
CEBPD
KIAA1009
ATP5G1
SMURF1
SPG7
JMJD7-PLA2G4B
WDR20
IFNGR2
NUBPL
S1PR4
RNF207
SPCS3
ACAD11
G0S2
PIGV
CLIC1
TKT
GTPBP10
METTL3
MUT
CENPQ
AP5B1
FLJ27352
PSMC5
FAN1
ARL4C
AGO3
TYMS
ZSWIM5
PPRC1
NARF
C3orf38
RAB11FIP3
C12orf45
FHL3
CDK5R1
ADAMTSL4
HLX
FCER1G
DAZAP2
AASDH
SYBU
PHF23
C15orf61
PCNX
IL20RA
TMEM30A
TIMM50
TCIRG1
POMZP3
CLNS1A
LY75-CD302
LY75
OAS2
CASC3
LZTFL1
SLC25A4
IER2
SNRPB
GRN
SLCO3A1
DCBLD2
TACSTD2
TOMM5
ARPC4-TTLL3
CCDC6
C5orf34
FCGR2A
STX4
MZF1
TPX2
UBE4A
ALG3
SLBP
RFX1
DNAJC21
ALDOA
CTNNBIP1
RPL17-C18orf32
RPL17
MRPS28
C12orf60
INHA
ST7
JMJD7
BCAS4
WBP11
MKRN2
LMAN1
NFKBID
VAV2
FABP5
MKS1
NONO
RASGRP2
CENPJ
CMPK1
PCNXL4
CHCHD2
EPSTI1
NUDT21
TAMM41
VAMP3
UNK
NUP107
GNPTAB
ATF3
PACRG
HCAR2
RPE
SULF2
RAPGEF6
MSH5-SAPCD1
ZNF18
CCNA1
SENP3-EIF4A1
CTSL1
TBC1D5
LRRC25
ATP6V0D1
NHP2
RHOC
TIMM21
TTC23
CTSZ
UBA3
TRIM8
SRP72
SLC31A2
NUF2
PLEKHG4
EML3
CDC40
TASP1
TM6SF1
MLLT3
ZC3H12A
NAGK
SNAP23
MTSS1L
SCFD2
CBFA2T3
TTLL3
PPP1R37
PARP8
NCOA6
FFAR2
NUDT6
ZNF480
CHMP2A
SMAD1
NPHP4
ALDH5A1
FBXO15
SETBP1
NSFL1C
IGF2R
SPAG6
ARPC4
PSMD14
NSUN7
MED24
NPLOC4
ISCU
SDHC
SEC16B
RBM48
FAM13A
LAS1L
TRAP1
SH3PXD2B
PRKCB
ZAK
PBK
PPA1
CTDSP1
CEACAM21
AP3M1
SPOCK2
CAB39
EPS15L1
TADA3
KANSL2
TNIP1
NFE2
RELT
SHANK3
NMT1
DPAGT1
KIF17
C19orf53
ITPR3
C4orf19
SNUPN
CDC42EP3
RBP5
ZDHHC14
KLHL7
COQ6
NPAS3
ORAI3
OSGIN1
MRPL21
KIAA1522
SLC33A1
LPPR2
ZC4H2
TPMT
NCKAP5L
POLR3E
EIF2B3
LOXL3
TMED7
SCAMP1
PRR11
RNF31
CHIT1
MCTP2
USP18
TTC4
SNX11
SKA2
ACP6
BMF
WDR43
SNURF
RPS13
TTC5
FANCI
TMX2
PALB2
DFFA
RBM28
C1orf63
GINS1
INTS3
KDM1A
DDX21
KLC2
RGS20
CCT8
VDR
RINT1
CELF1
ANKRD11
CHST10
TTF2
ZNF578
MAPK1
PARS2
USP28
FAM208A
GIGYF2
H2AFY
FAM83H
GFM2
TSEN15
NLRP3
SEMA6A
MGAT4A
TMEM167B
MAP3K11
KATNBL1
SLC39A10
TEX22
COQ7
C16orf52
RABGAP1L
DCTN5
GNPNAT1
SERPINB1
ISY1-RAB43
TOM1L1
MYH9
FOXO3
CDC42BPA
PPIB
COMMD1
KHNYN
CAPZA1
TMEM97
MARS
ISY1
LEMD2
HECW2
METTL14
POGZ
GAS7
TMEM253
SART3
KIAA0947
HRH2
BBX
PCNXL3
ZNF641
SNW1
SNRPA
CCDC66
DPH2
PNISR
KIAA0513
KIAA0586
IRS2
SF3B14
FOXB1
C19orf48
C14orf166
CORO1A
SSR3
IPO11
MPHOSPH8
C22orf39
TTLL9
DYNC2H1
PRKDC
ZNF737
SERPINH1
UNG
CTAGE5
RPS3
C11orf84
FAT4
GTPBP4
PSMD8
KANSL1L
SRP54
FAM168B
SOLH
AKIP1
CAPS2
ABHD1
TRPM6
AASS
COMMD9
CD302
ST3GAL4
PDS5B
CENPH
TMEM217
C14orf178
WDR4
CD300LF
PEX1
ZBTB2
MRPL20
RFXANK
SLC8A1
EP400
CAB39L
PPP3CC
GGA1
EIF3B
CLPX
MCM3AP
MND1
C19orf59
TRAPPC6B
LYRM7
SLC35G2
ATF6
ZCCHC18
ZNF471
RNF181
SMAD4
MED19
ST7L
CDIPT
ZSWIM6
AKAP7
MOV10
KIAA0247
ECE1
MOB2
YY1AP1
ENAH
FAM19A2
NAF1
TAPBP
COPZ2
CCDC132
FKBP1B
THAP1
TRPC4AP
OXSM
DAP3
RFC1
SOX4
COA3
RTN3
CCDC88A
GFM1
TLCD2
NFYB
PSME2
CNTD1
ZNF486
MYO1G
ZFP28
SPIN3
SLC30A9
AP5S1
WDR1
AP3B2
FAM78A
ZNF672
PRPF31
SEL1L3
ERCC6-PGBD3
AMOTL2
LY6E
TRAK1
IQSEC2
ZYX
PLIN5
NSMAF
CRYM
DDX50
EPB41L1
KMT2D
ATP1B1
HEATR2
RIMKLA
RPL26
AARS
PTPLB
LYSMD3
CYFIP1
TMEM91
SSH3
FAM103A1
CCDC114
AKAP2
USP49
ANKRD13C
FAM169A
TRIM21
PLAU
ASCC3
VIM
CYTH3
CLUH
PDCD6IP
C1orf122
FBXW7
SMNDC1
CBLN3
TIMM9
KLLN
ARAP1
YRDC
TSPAN5
TSPAN12
FAM228B
C7orf25
TAF15
ATG7
PAX5
WASF1
KIAA1671
ACTR1B
MFN2
ZBTB18
CSRP2
ZNF341
TRAPPC3
ARIH2
FAM102A
TM9SF1
PIM1
PYCARD
DENND5B
FBXL22
ATN1
PTK2B
PIP5K1A
RPS16
GPR161
VPS37B
GNAI1
DNPH1
HHLA3
MARC2
TARS
PICALM
CMC1
METTL10
RHBDL3
ZFYVE27
WRN
ECE2
DHRS7B
ERCC6
MCRS1
AGAP7
TMEM19
DPF3
C11orf74
MYO9B
ZBTB20
ATP6V1B2
PRSS27
TTC39B
TUBA1A
CREBL2
ERO1L
RBMX
MAEA
PTPN14
CRYZ
TOR4A
DZANK1
MTR
NDUFB8
CKS2
SFT2D1
PEX11B
RGS5
GPCPD1
EIF1AD
MARCKSL1
COQ5
APLP2
UHRF1BP1L
DTD2
ZFP112
CKAP4
AAED1
HIST1H3E
AAR2
NUDCD2
ZNF69
EEF1G
DOCK9
CEP120
OGFOD1
TIMP3
PRCP
NSA2
CGB
PPP1CC
PRPF39
TIMMDC1
IMPAD1
ST20-MTHFS
TUBE1
AGK
PSMD12
BANF1
MAPK14
N4BP2
CEP19
TNFAIP3
JAM2
CCDC43
PTEN
DEDD2
ZMYM6
OBSL1
RNF121
BCAT2
NAMPT
ACTR6
CBX1
MEF2BNB-MEF2B
SNRPN
PLA2G6
HCK
SAMD13
RNF111
NFYA
MSRB2
MED21
DCAF12
SETD1B
ALPK1
SNX10
TFPT
SNRPG
TP53INP2
ZMYND19
ASF1B
FAM229B
FZD6
S100A10
FLII
LYRM1
MESDC2
RPS20
STAT5B
RNF167
SMCO4
ZNF518B
UBE2N
ZBTB45
CLEC2B
ZNF135
PPP1R13L
CXXC5
CEP44
PKD1
EGLN2
PDLIM2
NENF
SPR
EXOSC8
S100P
B3GALT4
MAP1LC3B
MTRF1
SLK
C18orf32
DYNLL1
FNDC4
KCTD16
RRP15
KLC1
VIMP
LRCH1
AGPAT2
LMNB2
PDE12
ZNF3
SH2B3
MKL1
ZNF451
MEF2BNB
TCP11L2
KLHL9
C11orf82
FDX1L
TTC27
KBTBD7
NOD2
FAM161B
SRBD1
NBEAL1
GFOD1
CGB8
TRAPPC4
MOCS2
TGFB3
ZC3H10
USO1
CHMP4A
MRPL11
UCHL3
TMX4
SPECC1
YBEY
ARL6IP1
CTTNBP2
DHX8
FAM167A
MAP7D1
TOMM40
HIGD1A
BTG1
SNX5
SHC4
ALS2
FOXA3
ACN9
YIPF5
ZNF470
NFKB2
FNIP1
PRPF3
OCA2
ATMIN
BEX4
RAB23
ARHGAP26
PPHLN1
ELF1
TOLLIP
ZFAT
GPAA1
ZDHHC1
E2F5
PARP16
SPATS2
ANK3
TIMM44
NR1H3
DHPS
CAPNS1
ZDHHC17
RAB35
CAMTA2
NUP43
ZBTB17
CENPC1
CD59
ZBTB47
C11orf21
SYT7
PROS1
SELO
BTG2
OLA1
