CMTM2
PLSCR4
HS2ST1
SYK
PISD
CSF2RB
FAM149A
LRRC2
PIEZO2
GLYAT
UGT2B4
GATM
CFHR5
KCNMA1
GRAMD1A
IL1RAPL2
FAM89A
PHOSPHO1
SLC7A2
INS
TTR
LARGE
PPM1M
PTPRE
NPY1R
GLB1L
RASSF2
ARHGAP15
PIK3CG
M1AP
ZDHHC3
SPRED1
TMEM86B
RHOBTB3
TLR6
MAB21L2
ADRA2C
GPRC5B
CP
MX2
XPO6
WWTR1
LIAS
GPR126
PSMB7
NCEH1
GPATCH4
SLC22A7
ENPP1
MEFV
FAM92A1
TLR1
NALCN
IL17RA
C16orf45
TTC28
MRPL32
LHFP
PXN
TMEM201
C11orf95
AKNA
TRIM31
CA4
GPR4
FCAR
DIP2C
PANK1
CCNO
NRP1
FGG
CAMK2N1
KNG1
PLEKHG3
IL1R2
TLR8
THSD7A
BID
GC
LBP
NFIX
SLC4A4
DGKH
CILP2
OXER1
NPM3
CELSR2
FOLH1
ARHGEF2
SLA
KIAA1211L
ARHGEF37
CYP8B1
PECAM1
BLNK
LILRA2
FGA
DNAJC30
CYP2C18
PARD6G
KIAA1549
PBX2
NT5E
SP3
HMGCS2
MAPK13
SAG
NAT2
GCC1
MB21D2
COX16
RORA
PALLD
ASGR2
RAF1
RHOG
IGFALS
PKLR
TNFSF13B
PFDN6
GSTA5
SERPINA4
CFI
NOTCH4
MIPOL1
FMNL1
ACSM2A
ANXA10
PSD3
PTPN7
ITIH1
C9
HSD11B1
CFH
RGL2
APBB1IP
FPR1
GPLD1
DCT
GAS6
RTP3
CD79A
IL22RA1
CCND3
DFNA5
PROKR2
ACOXL
CXCR1
A1CF
RPL11
GPSM3
PRIM2
CCL16
PSD4
CFHR2
RNF44
SLC22A15
C19orf80
CYP4F11
RBBP5
EXOSC2
TMEM27
PHF10
ATG16L2
HSH2D
AZGP1
LIPG
SLC22A3
DMRTA1
CYP4A22
IFITM10
NR5A2
AOAH
SLC25A18
EPB41L4A
CFP
SERPINA10
NUAK1
MT1E
PILRB
FAM20A
NOP58
STARD13
PARVG
AKAP3
COL5A2
TACC1
F10
NAT8L
MAF
PPP2R5A
C14orf105
CD37
F9
ARHGAP10
FGF21
CYP2B6
RPL37A
GPR25
TAF4
PPP2R1B
S100A8
DGKZ
AGXT
LINGO3
RELN
NUGGC
TNNI2
ZNF618
ELMOD1
C10orf54
ELOVL6
FOS
TMEM55A
AGXT2
SERPIND1
PSMA2
CRISPLD2
THRB
UBE3D
APOBEC3A
SYNE2
SLC2A4RG
FIGN
SCAND3
APOE
WDR46
CPN2
SALL1
GLYATL1
EXOSC7
PCCA
KCNQ1
KIAA1324
FKBP1A
MANEAL
FZD4
COL19A1
UGT2B7
SEMA4A
TFEB
PRAM1
ANGPTL1
KLB
DCTN4
LTB
CDC25B
GFRA1
UST
SLC2A2
FPR2
XDH
HKDC1
PERP
SKAP1
NUP214
GCA
B3GNT8
HSPB9
KIAA1456
H2AFZ
DSEL
PON3
LRRCC1
PIH1D3
FGL2
PRR15
ARRB2
AKR1A1
FOXA1
ABTB1
RPL9
CNN3
S100A12
LMO3
APOC3
UGT1A4
SLC43A1
SSTR1
MANSC1
S100A16
RIN3
CTSS
TNS3
CEACAM3
UGT2A3
MLX
TMEM176A
PRDX2
WBSCR22
CACNA1D
FIBIN
SLC6A13
KIAA1217
TRPM8
ALB
C1QTNF3
EYA2
MOGAT2
TAF5L
ZFP36L2
SOX5
NDUFA9
SH3BP4
SPOPL
AHSG
MEOX2
MAEL
MYADM
NUP155
CD58
TLK2
NUP62CL
EPHB2
LILRB2
SLC12A6
ZNF670
PGRMC2
PHLDA3
FEZF1
SHQ1
TSTD3
AKR1B10
VTN
RRS1
STEAP1
MLPH
ANGPTL3
GMNC
SYT17
SRM
ALDH1B1
MPRIP
PIPOX
CSK
PHF2
ILDR2
C6orf52
KLHL29
KLHL23
F13B
BIRC3
SEPP1
ZNF30
LUZP1
HSD3B7
ADAM8
PLCB2
APOC1
PKDREJ
RAPH1
PACS1
AGAP2
RAB37
BOD1L1
AFM
LSP1
DNAH10
RPS18
PRUNE2
MMP9
RCAN2
STK40
TRIM29
DDIT3
PIK3R5
MMP25
FGF9
SQRDL
FERMT2
BMX
ENTPD1
DEF6
KCNE1
PAK1IP1
NPAS2
MBP
ACMSD
TRPM2
RARB
LRRK2
GPR149
THPO
GULP1
PFKFB4
CLEC7A
DUSP8
SLC9B2
KCNT2
WDR36
SYNPO
OPTN
RAB3D
CYP4A11
EIF3A
MEGF6
COL27A1
PFDN1
RNMTL1
PIGM
NR1I3
MRPS33
DHX34
SLC38A4
CUX2
GIPC2
ERI1
SQLE
NLRP1
UGT3A1
EMR3
ADAP1
TWISTNB
C10orf71
ABCG2
PLBD1
RPUSD2
IL6R
CCDC58
TF
FCGR3B
MASP2
PTGS2
CDA
RTP4
ARSE
TCF7L1
BRF2
ZNF592
MBD6
CPNE4
PLGLB2
ITGAX
NUAK2
SRFBP1
THOC7
CCDC104
MTPAP
MARK2
LBX2
MIA2
CXCR4
STAT4
OTC
PSAP
IGFBP4
NADK
SAYSD1
CKLF-CMTM1
PRKD1
KCNN2
PROZ
CASP8
RABEP1
IL15
ACVR1C
KHSRP
WSCD1
CCNB1IP1
EPB41L4B
CACNA2D4
CXCL6
FAM162A
ARHGAP31
TYROBP
HENMT1
ITGB2
RASAL3
SASH3
ANXA11
PTCH1
PLG
BEND3
SLC16A1
HEG1
ARHGEF10L
RCSD1
MEX3D
VPS52
SERPINC1
GLOD4
LILRB3
NME1-NME2
NME1
LY96
ITGA5
F11
TRMT11
MOCOS
EIF3H
CDKN2A
TRIM39-RPP21
TMEM184A
PTPRG
LIN7A
RAC2
ADORA2A
FRMD4A
GSPT2
TPD52
CASK
HYAL1
URB2
CKLF
INHBE
RNF128
TMEM38B
ZNF217
LPCAT1
RBM23
RAB11FIP1
ATP13A5
ROPN1L
FN1
C9orf66
NOC3L
MFHAS1
SMO
RFNG
OGFRL1
EML1
DUSP4
MTUS1
CCDC13
RPL18A
ARHGAP25
RBP4
MNT
TCTN3
KLF13
GLIPR1
FARSB
PALM2-AKAP2
SPATC1
HSPA1B
GPS1
CLDN14
SOD2
DUSP22
FADD
TMEM47
USP4
CX3CL1
C1orf194
GATA6
ERBB3
LRP5
DCDC1
CCDC68
RASGEF1B
SULT2A1
CARD8
TBC1D9B
GPR128
CSTA
CAMP
PIK3C2G
C10orf91
PGLYRP2
THBS3
TMEM154
MARCH8
SLC35F2
ARHGAP27
SCN8A
MAN1A2
PCDHB1
DEF8
CCDC178
CC2D2A
A2M
SH3RF2
GRK6
LMNB1
CD300LB
ZBTB34
BDKRB1
KIAA0020
SERPINA6
GNRH2
METAP2
SDS
WDR92
SRD5A2
RGS2
RPS7
VMP1
AGMO
YAP1
IFI27L1
CR1
OPRL1
CXADR
UROC1
HNRNPA1L2
RPS12
RNF165
LCP2
PHF20
KRT15
NRXN1
GMFG
MPZ
ZNF343
PTCD3
STK17B
SEC14L4
TNFRSF9
FAM160B2
PHF12
DPP4
CYTIP
RAPGEF4
ACSM2B
RAD1
RASGRP4
RPL38
C2orf72
SLC15A3
DTX1
PPP1R3C
P2RY13
MAP3K13
NOB1
TNFAIP8L2
NTN4
ZNF878
LRRFIP1
PNO1
HNMT
ALDH7A1
MEGF9
DDX24
C16orf72
APOH
CEL
AGRP
SLC30A10
KRT86
C8orf4
OTUD7B
PLEKHG5
USP13
ORC3
GIGYF1
LAD1
UGT1A6
NAALADL2
CAMK2B
FUT10
BRIX1
EEF2
THEMIS2
SLC45A4
CCDC3
ADCYAP1
RND1
BCAR3
SLC16A10
NRXN2
KCNJ8
PLA2G16
AKR1C1
ZNF385B
EDN2
C16orf54
SLC26A1
COL4A4
PLEKHA5
RAD51AP2
BLMH
EPB41L2
AXIN2
CDC42EP3
CWC27
MRPS15
FGB
TPD52L1
NBL1
AKR1C4
LMCD1
UNC119
ETV1
STK10
RAET1G
KCNS1
NCKAP5
CPED1
LRFN3
LYST
XKR8
CCDC50
GLDC
AKR1C3
TRIM50
FTL
CBLB
PZP
CYP2C19
SLC2A5
S100A2
FOXP3
S100A4
CYP2C9
ME1
HS3ST5
RXFP4
NDFIP2
POP1
NFASC
FLVCR2
AGXT2L1
RAD54B
C17orf58
CDC25C
DPH1
RAP1GAP2
SHROOM3
POLQ
FOXA2
GPR132
MME
RARA
PSMC4
OSBPL2
ATP8B1
MRPL15
USP3
SLC11A1
C8orf33
PALM2
IQCG
SGCB
BCHE
VASP
AGT
AKAP5
CASZ1
ZCCHC16
FMO4
HIST2H2BF
RPL24
SERPINA5
RARS2
TIMM17A
TYW3
PPP1R42
NINJ1
CACNA1E
KLF16
LAMTOR4
ZNRF3
LRRC31
NR2F1
LRRC49
DUSP13
RPS4X
ITIH4
ITPRIP
MSRB1
FAM78B
SEPT8
SNAI3
MRPS14
CITED1
NCAPG
SPON2
FGF2
PPAP2B
DHCR24
SLC6A6
MYBPHL
PROK2
ASAH1
LRRC25
SLC19A3
IGF1
FAM157B
SORL1
PSMA7
PPARG
ASCL2
SDHD
MICU3
PRPF18
ARNTL2
ERCC8
ASGR1
ZBTB7C
ACAA2
CYP11A1
MAP2K3
HEPN1
DLG5
POU2F2
RGS19
CNPPD1
ARL11
NDUFAF2
TMEM150C
PUS3
FOXP2
PREX1
PKDCC
SAAL1
APOL3
AGO4
DOCK2
PPARGC1A
ACPP
PGR
AQP9
PLS3
HIST2H3D
CHMP3
MLNR
GCGR
NABP1
DNAJC12
GMIP
PRDM2
TMED2
ZNF358
UTS2B
TENM3
AGTR1
SOCS2
MYO1B
ACY3
SPATS2L
SEZ6
GCKR
ADH1C
CCDC64B
SH3D19
PCDHGC3
DPY19L4
CYP4F22
IL20RA
S100A11
APOL6
ZNF827
ITIH3
HRSP12
GAS1
MBD2
SS18L1
UROS
MRPL3
BCL2
FAM134A
FGF10
PGLYRP1
RAB20
ZC3H6
TAS1R1
PLCL1
FBXO32
ARSG
SLC37A4
ZBTB7B
RAB31
DDX21
TANC1
BTN2A1
ALDH18A1
MID1
FAM110C
FAM107A
GPC6
CD97
PRPS1
FAM13C
PRDX1
MOB3B
GJB6
FOXE1
HCST
LEF1
SREK1IP1
LILRA3
IP6K3
PPARA
NFIA
AADAT
MARK1
GRB14
MKI67
ZBTB39
CXorf57
PAPSS1
TNFSF11
SEPHS1
SLC25A34
UGT1A9
UTP23
PDZK1
KLHDC7A
LIN52
DDX27
SERPINE3
CSF1R
ITSN1
C8A
MARC1
ADAMTS9
IL8
ALDH6A1
SRGN
KCNK1
ADH1B
TTPA
WRAP53
CTTNBP2NL
ANKRD13D
RNF43
TAF10
RNF135
SLC17A1
BHMT2
PLEKHH1
DLEU7
HDAC7
FBL
CMBL
TAGAP
EVC
CASP1
EGFR
BDH2
ATP6V0C
TP53
SDSL
NCS1
CDC42
PVRL3
CCL28
PRSS23
COL4A3
MAGED1
SNX25
RRAS2
NTNG1
TIMM8B
TNFRSF11A
NOP14
HADH
DNAJC24
MNS1
RPTOR
MMP24
MS4A6A
CST7
ZNF746
C8orf48
SFRP1
ADCY10
SLC39A8
SLC9A8
CASS4
NEFH
BTG3
CHI3L1
GOT1
HNF1B
LRP6
SLC12A3
SORCS2
PTPN3
RDH13
KLHL13
ZBTB48
NOL9
TBC1D10C
EMP3
PTPN6
GNG2
GNAI2
PRKD2
MYO1A
CSNK2A2
S1PR4
C1orf210
CTNND2
CPLX2
PMEPA1
NR3C2
OSBP2
CARS2
BIN2
SLC26A4
AQP7
GLRX
BST1
TMPO
KLHL41
SMCHD1
BAZ1A
CLDN2
PCDH20
TAT
TXNDC9
CFTR
TNFAIP8L2-SCNM1
EMB
PHF21A
PTGFRN
BEST1
RBPMS
PPCDC
ISL2
ABHD17C
TRPC5
BBS5
HPGD
SH3RF3
ARHGAP42
MTHFD1
PPP3CB
MTMR3
SFN
RPL35A
LGALS3BP
PES1
DCAF16
CYBA
GARS
PBK
DNAJC19
FGR
LRRC6
LIMD2
EVA1A
ZC3H4
C5AR1
HTRA3
SKAP2
PTH2R
SLC10A7
EBF3
UFM1
LPPR1
CHSY3
GLIPR2
C20orf197
BCCIP
MRPL22
MYO5A
RICTOR
DDX25
STRN4
LAMA4
RPS24
METTL18
BOC
METTL16
UNC13D
ZSCAN12
TRPM4
AS3MT
SULF1
SULT1E1
ST5
TNFSF8
C1orf168
CLEC2B
ZNF625
MORN4
ESR2
IMPDH1
CD53
PLEKHO2
METTL9
HES1
PHYHIPL
PTCD2
KPNB1
MSL1
GSTA1
CCDC88B
ANKRD29
MEX3A
RPS6KA1
DIAPH3
DCDC5
SH3BP2
SNAI2
LAPTM5
LRRC4C
MTDH
MAP3K2
ITGB8
ETV7
BAZ2B
ZNRF2
C14orf132
EXOSC5
SSPN
ARPC2
ANKRD44
GPR75
DMGDH
TMBIM4
TPPP3
RPL35
NPAS3
CYP1A2
ARAP3
GALNT18
SHMT2
PNPT1
MOB3A
GEMIN7
SLC25A37
TAF8
GRIN3A
TOR1AIP1
NUFIP2
SERPINA11
LIFR
ZFP37
CMPK1
MYH13
GREM2
CA5A
ALOX5
CYP7A1
CCDC109B
DNMT3L
NDE1
EIF4EBP3
MYOF
CPPED1
TRMT61B
RASSF8
DOK3
TMC8
HSPA1A
RPS15A
GALNT1
CHRDL2
LST1
POLH
TPX2
FGD6
SOWAHD
MRPL28
SLC43A2
HS6ST3
RPL8
UBA5
S100A9
EIF5B
RPL30
GATAD2A
KITLG
PDLIM3
OAF
ME3
ANKRD13B
FRRS1
HOGA1
MYH10
TSPAN8
COX10
CDHR3
MEX3C
GPR39
SLC16A2
SELENBP1
RPGRIP1
RPS8
FAM118B
EXPH5
CCPG1
SLC7A9
ARRDC1
CARD16
MPV17L
TMEM98
ACADL
ANO5
ARHGAP20
RPS5
SLC15A1
FOXA3
FAM207A
SASS6
TRMT10C
HEATR1
LRGUK
LOXHD1
SLC7A10
THAP10
NUDT21
MRAP2
ABCA6
DCAF13
ONECUT1
PADI2
KCNAB2
MAOB
TTC36
HK3
CIRBP
LZTFL1
CLPTM1L
CHN1
PDE4B
CXXC4
UBE2I
MRPL1
KIF21B
CD300A
SNRPE
SEMA4D
SLC16A5
BCO2
UBR4
AOX1
SLC30A4
CEP170B
TKT
IL10RB
ATP2B2
MPZL3
RPUSD4
TIRAP
GLRA4
MCEE
AKR7A3
PKHD1
KPNA3
KSR1
BTBD19
ZSWIM5
ISM1
CCDC19
TYMS
CES1
CUL4B
CD14
LILRA5
SLC17A2
PPAP2A
FABP5
AFF3
ICA1L
CTNND1
SRP68
PAK1
CXCL10
KLHL21
ALDH1L1
S1PR2
TSPAN19
MRPL50
SPTBN2
EFNA2
C19orf38
TMEM82
ATF3
ACAD11
VWA5A
VEZT
CYP19A1
LASP1
GOLPH3L
WAS
TAS2R40
RPL14
AGXT2L2
FAM189A2
CD40
GPR63
CELF4
ADARB1
ST20
WDR26
CCDC153
GSDMC
HSPA1L
ARHGAP30
SYCP2L
VAV1
EIF2S1
RPS3A
XPO5
NUDCD1
CD81
NLE1
TGFB2
FGD5
PHB
MND1
IQCK
LMO7
CYTH4
PGF
PSMB8
COPS3
ABCB4
SLC9A3R1
FAM129C
BAIAP3
IL17D
C11orf93
ZFYVE16
GNL2
PRODH2
RGS20
SLCO3A1
PCDHGA10
AMOTL1
KRT222
RNF180
TBC1D9
C6
AGO2
OTUD6B
TSPAN12
COL18A1
CCT4
HSPA4L
ARHGEF40
ORC2
FOXB1
SOBP
ZKSCAN8
COPS5
TRAM1L1
C18orf56
EIF3M
LRRC4
ADH4
ANO1
SPAG16
QTRT1
ZNF214
ADAM19
COA1
COMMD3
COMMD3-BMI1
TMEM171
SNRNP27
PAQR3
SLC9C2
RRM2B
GNAO1
WFS1
RBFOX2
PHLDB2
NLRP3
AIF1
TBP
AMPD2
WBSCR27
USP46
NARS2
METTL3
INTS7
WSB2
FAM13A
DPH5
SLC12A8
WNK3
MPHOSPH10
GDF11
TALDO1
CENPB
CAV2
PDXP
NAV2
FCAMR
OSM
ABHD5
IL1RAPL1
ECHDC1
SV2B
PSMC6
CDO1
ZNF649
LARS2
MTNR1B
ORM2
CNTN3
DVL1
SNRPA1
SH2D3C
ZBP1
PPP1R8
UCP3
ACOX2
CHST10
PSMB1
SYNJ2BP-COX16
SYNJ2BP
KNOP1
C3orf83
DHRS9
ESRRG
CYP39A1
PNPLA2
HMGN5
TMEM37
RINT1
GPR125
RPL17-C18orf32
RPL17
DPP7
ZNF397
PTPRZ1
C11orf42
ZNF33A
IRAK3
HYAL2
SLC25A4
FLAD1
SLC6A1
TRIM55
C11orf58
GIMAP4
BRI3
PLA1A
OXA1L
MED27
CARM1
KBTBD11
TTC18
CRYZL1
MT1M
FGFR2
ONECUT2
SUV39H2
ELF4
PPP1R3G
ACYP2
XXYLT1
FEZF2
FGFBP3
CYP24A1
TPBGL
SYMPK
TMEM30B
LRG1
SLC25A32
ARMC4
CRYZ
LARP6
CD3EAP
OSTC
FAM160B1
S100A6
ELAVL3
GIT1
MCM4
CDKN1B
DIEXF
FCHO1
C5orf52
LBR
YAE1D1
GAA
TNFRSF10C
ZWINT
C12orf39
LILRB5
MARS
MRPS10
POLD4
TBC1D4
ATP6V1D
APOLD1
PDLIM2
SNCAIP
AOC2
CLEC6A
SOCS6
ZNF277
TEAD1
KCNB1
TCF3
IGF2R
DGCR2
BCAT2
VSTM4
PPP1CA
RPS10-NUDT3
RPS10
MBD3
CDK18
CT62
C17orf104
ADAMTSL2
RANBP3L
C3orf35
DNAH11
ISG20
GJA1
ERBB4
TBC1D22A
HPR
TBC1D12
KLC2
DMD
MOCS1
ZHX3
NUP50
ENAH
ALG3
SEMA4B
SLC3A2
APOA1
ATP5G1
C2orf54
TAF1A
EMP2
SLC22A14
CAPN3
PRSS27
RAET1E
ZNF496
RNASE11
FARS2
ANKRD42
MOV10L1
TMC6
ARHGEF26
GAL3ST1
PITX1
FBN2
GRK1
ST8SIA2
SLC41A2
SLC22A4
CD55
PPP2R2B
UGGT2
DUSP1
RPL27
RAI14
KY
BZRAP1
SEPT3
DPYSL3
ADAMTSL3
NDUFB7
RAB27A
TRIM56
STX7
GRK4
LRRIQ1
ADRA1A
NR1H3
S100B
CHRNG
EFCAB1
NDUFA7
RPS28
CSRNP3
TRIM54
OTUD5
ZNF512B
RPE
LIMA1
KYNU
NCALD
CSPP1
PAQR7
RFC3
MRPL21
ARL4C
ZDHHC18
TMEM220
MAP2
TM6SF1
C19orf53
TMEM167A
GNG12
ACOT2
KDM6B
TNFRSF11B
MKI67IP
BACE1
CTBS
KIAA0513
MAPK4
FCRL1
PLAU
RIMKLA
FMNL2
TCP10L
TACSTD2
MYO1F
EFCAB4A
SLC6A8
OMG
MBL2
DPH2
MROH6
DNM2
SDAD1
EP400
TRMT13
WDR19
B9D2
CD302
CAMKK1
PHYHD1
TRABD
PPP1R32
PRKAR2A
RQCD1
AGK
BAI2
ITGBL1
SOLH
TSACC
FBXO45
ATP1B1
GNA11
FBXL7
SH3PXD2B
WWC1
TNFRSF14
GABRB1
TMOD1
TMX2
PCDH1
FAM49A
CALML4
MPEG1
PRG4
ASL
SEC31B
TLR3
ANXA3
SH3BGRL3
CRYBG3
CHST15
SYBU
JAKMIP2
MUT
CENPQ
RBP1
FJX1
ARPC1B
CORO1A
TCL1B
PLEKHG1
RPL13A
PDCD1LG2
FUT7
CCDC30
TFR2
NLGN4X
HLX
DOK1
PKNOX2
PIGV
MN1
OSR2
SULT1A1
LPA
TBC1D8
LMAN1
SVIL
ZNF687
FAM78A
CABIN1
CDKAL1
CCT3
PLA2G7
PHB2
SLC38A11
ZNF189
ITGAL
CD33
SLC25A27
C17orf105
LRCOL1
PRRG1
ANKRD22
ARID3A
C20orf203
TSN
FOXO3
ZBED4
MRAS
SLC36A4
REEP1
PRKCD
RAPGEF5
EFCAB4B
RHO
MAN2A2
TMEM45A
NUP205
CPS1
LRCH4
NINJ2
IGSF11
ACHE
TRIM41
LAS1L
CLDN9
TP53I11
BMPR2
KNDC1
C12orf74
ITGAM
TBC1D22B
PUS1
MMP15
PRSS35
ST7
CAPS2
TSPAN6
ENO4
P2RX1
SPCS3
POGZ
PBXIP1
LYRM4
SDR9C7
CYP3A7
ADRBK1
ZBTB8A
MPDZ
CCBP2
APLP2
DOCK4
PPP1R27
C15orf59
ACOT4
SGK1
DCAF12
LILRA6
AEN
METTL1
TRAPPC10
RGN
TTL
LTB4R2
LMNB2
UBE2G2
GRIA3
XBP1
AKAP13
USP18
CCDC12
FXYD1
MAP2K6
POLR3E
JMJD7
SNRPN
SLC29A2
SHANK3
SLC8A2
CRYBB1
PRLR
GFM1
USP37
PPIC
PTPRH
PNPLA3
ARF5
RASEF
BHLHE41
TAPBPL
MPPED2
SCP2
TACC2
PWP1
NUP210L
PIK3CD
BAG2
SLC31A2
MED19
EMG1
UGT1A1
CLIC2
EIF3C
PLA2G2A
ARL14
FES
FAM43A
OCLN
TMEM249
MRPS21
SCML4
ACSM5
GORAB
ENY2
UBA2
TIMM50
FAT4
TIMP3
ANKRD55
JMJD7-PLA2G4B
POU6F2
TOM1
DLEC1
PAQR5
PLOD2
RNF13
FOXD1
LEPREL1
SDC3
PARD3B
SLC4A7
NOL4
LRRC8E
ZFP69B
SSR3
ARHGAP9
C13orf45
BEAN1
FBXO24
DACT2
RGS7BP
GHRL
PSMD8
MC5R
PPP6R1
TMED7
NHP2
PHF16
KCNIP3
SDCCAG8
SLC39A9
ATIC
SMAD1
HCK
GOLT1A
MARVELD3
DTNA
SLC39A5
NT5C2
TMEM246
NAT8
ATAD5
RNF166
RIT1
CCDC6
SUSD3
TRABD2A
RAP2A
ZAK
SERPINH1
INSM2
GPC1
JMY
SLC33A1
MTBP
GTF2F2
PCNX
CENPW
SMIM14
WDR96
POMZP3
UBE4A
FAM19A2
EIF3CL
HGD
SETBP1
DPAGT1
TRIM63
IMPG1
LYN
WDHD1
PCDHB5
SUV420H1
JUNB
MAB21L3
KCNH7
FAN1
SLC35E2B
FAM102B
CXorf21
ADCY7
PIK3CA
SKIDA1
EBNA1BP2
NUP35
KLKB1
LAMA3
AP1S1
NFKBID
C7orf76
SNRPB
HVCN1
ABCA8
MTX1
ESRP1
RIC3
NLRP14
CCDC66
DDX59
LIMCH1
METTL10
FASTKD1
C1orf63
CRP
SOS2
CGNL1
GNB2L1
ASCL1
CMIP
FAAH2
GNAT2
ECE1
FAM63A
CEP19
EMP1
WDR53
IGFBP3
FFAR2
KDM1B
TTC23
SPECC1
CLDN25
ABR
RNASET2
EPO
ZNHIT6
EVC2
CIDEB
TSEN15
WAC
TTLL9
XRCC4
AP3M1
FTSJ3
ELOF1
ARHGAP4
IRAK1BP1
FBXL22
TM4SF5
LY75-CD302
LY75
MCM3
PDX1
ERH
KIAA1522
DCTN5
FBXL13
MRPS12
TEX10
TCTEX1D4
NR1I2
CYP3A43
SNURF
GNAI1
SYPL2
PDGFD
SRGAP1
